,Wi-1,Wi-2,Wi-3,H11-1,H11-2,H11-3,hgnc_symbol
ENSG00000134121,5.189162296,5.189162296,5.621870739,6.142087005,5.753413462,5.781166397,CHL1
ENSG00000134115,5.189162296,5.551698105,5.439609499,5.511936063,5.589411128,5.532547962,CNTN6
ENSG00000144619,6.301092839,6.196670176,6.079118922,6.00296225,5.949220366,6.278429636,CNTN4
ENSG00000091181,5.408278755,5.445850141,5.439609499,5.511936063,5.189162296,5.730209027,IL5RA
ENSG00000072756,9.468715617,9.225886324,9.318596598,9.271935389,9.178336426,9.430183589,TRNT1
ENSG00000281584,5.189162296,5.189162296,5.688194314,5.697936966,5.420739173,5.189162296,NA
ENSG00000113851,9.461813328,9.356926507,9.206918368,9.069290071,8.946151094,8.731105451,CRBN
ENSG00000271870,5.999129687,6.546352992,6.334985373,6.386181084,6.401586645,6.394792204,NA
ENSG00000144455,8.841655939,8.651034506,8.302165091,8.806570207,8.567529099,8.65449893,SUMF1
ENSG00000175928,13.01226411,12.31842855,12.12906841,12.73152663,12.56517878,12.64226984,LRRN1
ENSG00000170364,8.85493598,8.824389631,8.168325968,8.629435624,8.348993365,8.635633481,SETMAR
ENSG00000231249,5.567959004,5.63259774,6.079118922,5.745928069,5.839347655,5.432258496,ITPR1-DT
ENSG00000150995,7.329250658,7.424172478,8.075413451,8.095318166,7.834296298,8.234234819,ITPR1
ENSG00000235978,5.189162296,5.189162296,5.439609499,5.697936966,5.189162296,5.189162296,LOC124906209
ENSG00000235831,5.841570422,5.551698105,5.688194314,5.971810852,5.420739173,5.87118716,BHLHE40-AS1
ENSG00000134107,7.979294739,7.434319917,7.378252159,7.414543767,7.519368833,7.661133369,BHLHE40
ENSG00000134108,10.58485923,10.36787096,10.20808333,10.18809851,10.21565532,10.23316582,ARL8B
ENSG00000268509,5.567959004,5.189162296,5.746412163,5.644691308,5.516311776,5.532547962,NA
ENSG00000134109,8.713290567,8.928092414,9.607303802,9.125085932,8.959936991,9.07353903,EDEM1
ENSG00000189229,5.567959004,5.951347169,5.891468628,5.697936966,5.914592584,5.67365026,NA
ENSG00000196277,5.677261421,5.551698105,5.439609499,5.584068768,5.189162296,5.609230113,GRM7
ENSG00000227110,6.358217946,6.133897013,6.230313581,5.939237045,6.128332198,6.085343021,LMCD1-AS1
ENSG00000071282,8.222569311,8.486838626,7.916523037,8.567461682,8.824765929,8.872950381,LMCD1
ENSG00000125046,5.408278755,5.445850141,6.009739195,5.745928069,5.589411128,5.949963422,SSUH2
ENSG00000180914,6.128506336,6.458413963,7.183632711,6.514351531,6.692530672,7.188522889,OXTR
ENSG00000070950,9.396342012,9.21464064,9.507913046,9.237160853,9.351173831,9.412657259,RAD18
ENSG00000196220,8.051245581,7.559621171,7.826055388,7.685588551,7.415115246,7.498727497,SRGAP3
ENSG00000254485,5.677261421,5.81385455,5.798853599,5.584068768,5.589411128,5.730209027,NA
ENSG00000206573,8.018132584,8.235069094,8.707647247,8.301003197,8.011789599,8.073924678,THUMPD3-AS1
ENSG00000134077,10.6308731,10.25199296,10.41690102,10.26112541,10.28707182,10.43291143,THUMPD3
ENSG00000168137,12.11319151,11.895353,12.36891803,12.1843878,11.94420875,11.95206752,SETD5
ENSG00000156959,9.312463559,9.351806021,9.536099433,9.89450172,9.918067339,10.11914714,LHFPL4
ENSG00000163719,10.65749097,10.53267495,10.05638595,10.49466418,10.61303834,10.56245784,MTMR14
ENSG00000144550,7.272189916,7.70756754,7.378252159,7.470227306,7.398320243,7.283500666,CPNE9
ENSG00000156983,10.16137648,9.455674632,9.300999291,9.512532731,9.34279964,9.699416872,BRPF1
ENSG00000114026,9.304764617,9.404680328,9.01033545,9.237160853,9.365711993,9.251878816,OGG1
ENSG00000134072,7.507913234,7.088972632,7.240704971,7.164490814,7.073371923,7.31366518,CAMK1
ENSG00000171148,10.77744405,10.78937925,10.51585525,10.71144898,10.79700167,10.88918435,TADA3
ENSG00000241553,11.18693171,11.88743673,10.89075015,11.07260836,11.65785361,11.41443187,ARPC4
ENSG00000250151,6.104270035,5.863047618,6.17303262,5.745928069,6.128332198,5.986200366,ARPC4-TTLL3
ENSG00000214021,6.281253635,6.283117776,7.446722951,7.11421154,6.252301529,6.498830838,TTLL3
ENSG00000269886,5.189162296,5.81385455,5.542906217,5.189162296,5.650840947,5.432258496,NA
ENSG00000156990,10.17408015,10.70678791,10.23870423,10.14430912,10.70388284,10.28094646,RPUSD3
ENSG00000171135,9.655681283,10.04437715,9.154654794,9.610768606,9.77469643,9.575042954,JAGN1
ENSG00000163701,7.131382911,7.604846315,7.30600432,7.454555651,7.472268556,7.472570255,IL17RE
ENSG00000163702,8.641413656,8.83178896,8.414957599,8.695261637,8.678752005,8.520967312,IL17RC
ENSG00000163703,8.878532558,9.090897534,8.914196013,8.666017059,8.348993365,8.203610648,CRELD1
ENSG00000269894,5.408278755,5.189162296,5.972483347,5.584068768,5.420739173,5.189162296,NA
ENSG00000163704,9.414333663,9.253620153,8.217994027,8.773473915,8.220919772,7.853399644,PRRT3
ENSG00000230082,5.498743378,5.189162296,5.189162296,5.644691308,5.589411128,5.67365026,PRRT3-AS1
ENSG00000269982,6.104270035,6.133897013,6.555989798,6.548223885,6.180073376,6.278429636,NA
ENSG00000125037,9.472154353,9.684532767,9.228365775,9.414872138,9.674951415,9.673919268,EMC3
ENSG00000180385,7.855765049,8.555714701,8.362139441,8.539022796,8.450752775,8.085204759,NA
ENSG00000232901,5.408278755,5.551698105,5.189162296,5.789926876,5.420739173,5.189162296,NA
ENSG00000206567,6.358217946,7.140769437,7.008568129,6.786928689,7.126671203,6.760971495,NA
ENSG00000186162,7.421608631,7.969334964,7.295347697,7.250262818,7.616054124,7.498727497,CIDECP1
ENSG00000144554,11.37229982,10.87818841,11.22766991,11.27944241,11.07800715,11.20190991,FANCD2
ENSG00000163705,5.626144188,5.445850141,5.688194314,5.697936966,5.704791221,5.609230113,FANCD2OS
ENSG00000254999,11.63468821,12.08187536,11.31641097,11.39547404,11.85639484,11.5409973,BRK1
ENSG00000134086,10.58406653,10.17597559,10.37557401,10.32444571,10.25626194,10.26397626,VHL
ENSG00000134070,6.301092839,6.196670176,5.972483347,6.346315545,6.228874196,6.173457947,IRAK2
ENSG00000157014,9.134895515,9.231476221,8.785936958,9.228333681,9.499762802,9.657285765,TATDN2
ENSG00000231177,5.677261421,6.226424016,6.20214248,5.971810852,6.180073376,5.911737781,LINC00852
ENSG00000157017,5.677261421,5.63259774,5.891468628,5.971810852,5.650840947,5.609230113,GHRL
ENSG00000240288,5.970377953,6.165862776,6.25762148,6.283212665,5.797987339,6.227492327,GHRLOS
ENSG00000157020,11.32518265,11.47992184,11.22235413,11.33325068,11.4515331,11.40893239,SEC13
ENSG00000157087,6.128506336,6.065971512,6.309902956,6.116137144,5.982207197,6.02071024,ATP2B2
ENSG00000132164,7.486858049,6.87272742,6.82006067,7.134564407,6.885461186,6.77644109,SLC6A11
ENSG00000157103,5.909094875,5.81385455,5.688194314,5.830756807,6.013751239,5.67365026,SLC6A1
ENSG00000196639,5.804830675,5.551698105,5.798853599,5.697936966,5.650840947,5.432258496,HRH1
ENSG00000197548,8.976499551,8.621394898,8.297049774,8.517312221,8.523461836,8.720411332,ATG7
ENSG00000144560,9.367077512,8.467890528,9.228365775,8.912566762,8.97087063,9.376948763,VGLL4
ENSG00000144559,8.382590302,8.595486965,8.545411977,8.231282912,8.35320805,7.949595477,TAMM41
ENSG00000230342,5.498743378,5.189162296,5.746412163,5.189162296,5.516311776,5.189162296,FANCD2P2
ENSG00000157152,8.055912195,8.153984987,8.168325968,8.157909652,8.493302149,8.359717516,SYN2
ENSG00000157150,6.479805836,7.250102029,7.565191429,7.222306915,7.472268556,7.93088608,TIMP4
ENSG00000132170,5.567959004,5.700534186,5.439609499,5.189162296,5.189162296,5.532547962,PPARG
ENSG00000154743,8.495958545,8.369135039,8.624790816,8.217815335,8.422992633,8.635633481,TSEN2
ENSG00000225526,5.567959004,5.63259774,5.688194314,5.745928069,5.589411128,5.827866732,MKRN2OS
ENSG00000075975,9.169247746,8.995457336,9.02574765,9.008648734,9.058014873,9.013645631,MKRN2
ENSG00000132155,11.50966153,11.34960571,11.46558619,11.31311213,11.41217236,11.56789525,RAF1
ENSG00000088726,5.677261421,5.81385455,5.688194314,5.697936966,5.839347655,5.730209027,TMEM40
ENSG00000213943,5.189162296,5.81385455,5.688194314,5.697936966,5.797987339,5.609230113,KRT18P17
ENSG00000144712,8.806536967,8.38944731,8.58774403,8.646180545,8.466373979,8.504396539,CAND2
ENSG00000272263,5.841570422,6.165862776,5.798853599,6.032849889,6.073126343,5.730209027,NA
ENSG00000144713,13.90926865,14.38847933,13.5951065,13.46792898,14.04622178,13.59208646,RPL32
ENSG00000144711,9.698853159,9.217460351,9.878360074,9.602265687,9.475085147,9.916797411,IQSEC1
ENSG00000132182,11.67133312,11.14493324,11.60025546,11.87631163,11.09550854,11.5105103,NUP210
ENSG00000163517,8.386274521,8.343325528,7.949794328,7.939118106,7.995576075,7.980225533,HDAC11
ENSG00000163520,9.620494581,9.818455587,9.661436752,10.21396982,9.699725596,9.312235773,FBLN2
ENSG00000154764,5.677261421,5.551698105,5.439609499,5.745928069,5.914592584,6.02071024,WNT7A
ENSG00000163528,8.509510434,9.018303692,8.707647247,8.742703359,9.357422531,9.234512979,CHCHD4
ENSG00000170876,10.03822722,10.04279235,10.06681397,10.3581207,10.21221918,10.38886939,TMEM43
ENSG00000268279,5.189162296,5.189162296,5.798853599,5.644691308,5.189162296,5.67365026,NA
ENSG00000228242,5.408278755,5.76015704,6.47326014,6.116137144,5.797987339,5.67365026,NA
ENSG00000154767,10.19811996,9.351806021,10.78472919,10.1454787,9.805450021,10.32952475,XPC
ENSG00000170860,10.82517988,11.15229395,10.66539696,10.54779971,11.04621632,10.906463,LSM3
ENSG00000131389,11.23163891,11.580462,12.61993818,12.34937823,12.32673516,12.48182859,SLC6A6
ENSG00000144596,7.194907003,7.062247438,8.381575935,7.672255565,7.137064738,7.155226558,GRIP2
ENSG00000234123,5.189162296,5.189162296,5.621870739,5.511936063,5.420739173,5.189162296,RHBDF1P1
ENSG00000154781,8.784486679,8.928092414,8.60844498,8.411338161,8.599702335,8.643209787,CCDC174
ENSG00000131379,5.626144188,5.551698105,5.439609499,5.584068768,5.516311776,5.532547962,C3orf20
ENSG00000154783,9.028934038,9.015062216,8.832328181,9.054369285,8.854618656,9.276327543,FGD5
ENSG00000225733,11.18117907,10.79409328,11.24415654,11.0428126,10.92698735,10.90724349,FGD5-AS1
ENSG00000177463,9.810277838,9.024764662,10.28153156,9.823169168,9.231504475,9.573073164,NR2C2
ENSG00000131368,9.730760354,9.932426419,10.04889084,9.843501486,9.888217553,9.827153903,MRPS25
ENSG00000131381,9.84646227,9.333738912,9.696424527,9.588555442,9.273984237,9.681250579,RBSN
ENSG00000230524,5.498743378,5.551698105,5.621870739,5.511936063,5.420739173,5.432258496,NA
ENSG00000131375,9.017185012,8.767633793,9.037958803,8.84181884,8.610266453,8.793634426,CAPN7
ENSG00000224660,6.053486502,6.283117776,6.595050403,6.564762393,6.180073376,5.87118716,SH3BP5-AS1
ENSG00000131370,7.720006399,6.756684702,6.939515288,7.040250337,6.421147419,7.220970315,SH3BP5
ENSG00000206562,8.54612218,8.496218237,8.179516784,8.338751042,8.230137855,8.193251849,METTL6
ENSG00000144597,10.04976382,9.620046776,9.796550637,9.532366834,9.473169173,9.838669691,EAF1
ENSG00000249786,5.677261421,5.551698105,5.621870739,5.189162296,5.189162296,5.532547962,NA
ENSG00000206561,6.152051419,5.863047618,6.111632181,6.366452953,6.073126343,5.986200366,COLQ
ENSG00000131373,10.40801723,9.969607451,9.830184912,9.891715319,9.969198465,10.10831971,HACL1
ENSG00000169814,8.713290567,8.882535386,8.429025558,8.788613159,8.756799891,8.541411477,BTD
ENSG00000206560,10.59355026,10.11696043,10.49064102,10.52102654,10.34469174,10.64900927,ANKRD28
ENSG00000263740,5.567959004,5.189162296,5.439609499,5.189162296,5.420739173,5.432258496,RN7SL4P
ENSG00000224728,5.567959004,5.63259774,5.846904353,5.644691308,5.516311776,5.609230113,NA
ENSG00000131386,5.408278755,5.551698105,5.439609499,5.511936063,5.189162296,5.189162296,GALNT15
ENSG00000154813,9.631295098,9.920391705,9.639628225,9.642628325,9.944550755,9.750836686,DPH3
ENSG00000154814,9.3781218,9.220274521,9.12921598,9.069290071,9.254019193,9.04817718,OXNAD1
ENSG00000270739,5.189162296,5.189162296,5.439609499,5.189162296,5.589411128,5.532547962,NA
ENSG00000131378,7.761016207,7.732075035,7.962881544,7.911280434,8.033116809,8.033707566,RFTN1
ENSG00000271964,5.408278755,5.700534186,5.621870739,5.644691308,5.797987339,5.189162296,NA
ENSG00000272498,5.626144188,5.445850141,5.542906217,5.511936063,5.189162296,5.730209027,NA
ENSG00000272529,5.498743378,5.445850141,5.542906217,5.417635302,5.516311776,5.189162296,NA
ENSG00000092345,7.313202159,6.70314671,7.160068261,8.055353765,7.187788031,7.463735308,DAZL
ENSG00000229271,6.174955474,6.133897013,6.045212758,6.628487,6.513653954,6.349931106,NA
ENSG00000224039,5.626144188,5.63259774,6.079118922,6.191698982,5.753413462,5.67365026,NA
ENSG00000154822,10.00423845,9.200458179,8.492883347,9.003477156,8.556640223,8.904738526,PLCL2
ENSG00000131374,10.23293769,9.892499751,10.13918073,9.991378777,9.918067339,10.14321517,TBC1D5
ENSG00000274840,5.841570422,5.76015704,6.079118922,5.905045407,5.650840947,5.730209027,NA
ENSG00000182568,9.160736694,9.154106328,9.868171802,9.416814301,9.666597523,9.89016991,SATB1
ENSG00000228956,6.777990184,6.978424095,6.925220488,6.839511829,6.630826934,6.680312667,NA
ENSG00000183960,6.713925007,6.226424016,7.061141448,6.74586557,6.340452507,6.437700094,KCNH8
ENSG00000163576,6.026797571,6.065971512,6.334985373,6.142087005,5.982207197,5.986200366,EFHB
ENSG00000144566,10.8385333,10.79503424,11.1124221,10.63444594,10.78626307,11.0469442,RAB5A
ENSG00000183977,5.498743378,5.908663472,5.891468628,5.789926876,5.704791221,6.053701401,PP2D1
ENSG00000114166,6.128506336,5.99156911,6.515442303,6.386181084,6.275137565,6.416476858,KAT2B
ENSG00000129810,9.261664769,9.40220622,9.140577998,9.267634458,9.53324624,9.214404986,SGO1
ENSG00000231304,5.408278755,5.551698105,5.688194314,5.189162296,5.420739173,5.67365026,SGO1-AS1
ENSG00000151789,7.0644836,7.483920564,7.73688797,8.008975298,8.641494642,8.033707566,ZNF385D
ENSG00000132967,8.119652218,7.779804573,7.767262273,7.818215105,7.834296298,7.826568507,HMGB1P5
ENSG00000182247,9.618944999,10.01234479,9.516644872,9.201520908,9.538751668,9.183703385,UBE2E2
ENSG00000206728,5.408278755,5.551698105,5.189162296,5.189162296,5.589411128,5.189162296,NA
ENSG00000223791,5.87622439,5.951347169,6.045212758,6.116137144,5.914592584,5.781166397,UBE2E1-AS1
ENSG00000170142,11.47503288,11.39498624,11.10521979,11.00468058,11.16642449,10.98988007,UBE2E1
ENSG00000197885,7.806422211,7.771964789,8.007735568,7.692206152,8.033116809,7.826568507,NKIRAS1
ENSG00000174748,14.99787769,15.0784997,14.47161565,14.55994107,14.84100146,14.47743664,RPL15
ENSG00000174738,10.07482344,9.208984503,9.557410868,9.490578327,9.085920608,9.117544908,NR1D2
ENSG00000151090,8.58501103,7.493621802,7.690015463,7.446649679,7.283558533,7.04970653,THRB
ENSG00000077092,5.970377953,5.99156911,5.972483347,5.939237045,6.252301529,6.02071024,RARB
ENSG00000077097,12.503238,12.00794511,12.64622289,12.13671203,12.12121463,12.67379084,TOP2B
ENSG00000151092,9.408959823,8.878969962,9.355593008,8.939911479,9.247301861,9.533099053,NGLY1
ENSG00000151093,6.8386879,6.919166992,6.651125743,6.688711341,6.646577702,6.696911086,OXSM
ENSG00000179796,6.42949455,6.587715503,6.686986847,6.581049045,6.228874196,6.349931106,LRRC3B
ENSG00000234165,5.189162296,5.551698105,5.798853599,5.511936063,5.516311776,5.189162296,NA
ENSG00000163491,5.999129687,5.81385455,5.891468628,5.939237045,5.650840947,5.532547962,NEK10
ENSG00000033867,10.14963215,9.930713326,11.41581009,10.98196209,10.75906127,10.86929482,SLC4A7
ENSG00000213846,6.174955474,6.283117776,6.045212758,6.032849889,6.252301529,6.200893191,NA
ENSG00000163508,5.626144188,5.551698105,5.439609499,5.511936063,5.878074987,5.730209027,EOMES
ENSG00000225548,6.33955448,6.739116845,6.079118922,6.703272891,6.779177768,6.3726199,LINC01980
ENSG00000235493,5.970377953,5.700534186,6.009739195,5.789926876,5.516311776,5.609230113,NA
ENSG00000187118,8.686761229,9.154106328,8.924106698,8.567461682,8.718311652,8.466386426,CMC1
ENSG00000163512,8.85493598,8.369135039,8.528118266,8.43472611,8.414959787,8.720411332,AZI2
ENSG00000206559,5.804830675,5.81385455,5.542906217,5.745928069,5.650840947,5.532547962,ZCWPW2
ENSG00000144642,6.752792731,7.22660227,6.896110842,6.926247228,7.017688775,6.947719268,RBMS3
ENSG00000235904,5.408278755,5.551698105,5.439609499,5.417635302,5.420739173,5.189162296,NA
ENSG00000163513,7.800828299,8.117740289,8.778663722,8.430854949,8.56027916,8.624192608,TGFBR2
ENSG00000144644,5.626144188,5.700534186,5.688194314,5.584068768,5.420739173,5.781166397,GADL1
ENSG00000163527,11.8810066,11.74721291,12.02263486,11.98571718,11.84867632,12.08834492,STT3B
ENSG00000144645,10.10609923,10.00422405,10.45594306,9.987469821,10.17151297,10.72180921,OSBPL10
ENSG00000197385,6.558573183,6.607815711,7.195253083,6.852297191,6.846721789,7.121030232,ZNF860
ENSG00000152642,7.493913559,7.70756754,8.162696766,7.718358337,7.995576075,8.269137,GPD1L
ENSG00000237433,5.841570422,5.700534186,5.846904353,5.584068768,5.650840947,5.532547962,RPSAP11
ENSG00000261572,5.498743378,5.445850141,5.688194314,6.089336173,5.982207197,5.87118716,NA
ENSG00000170293,8.003695691,8.448684766,8.020288652,8.313698793,8.631161453,8.364327038,CMTM8
ENSG00000234737,5.498743378,5.700534186,5.189162296,5.511936063,5.797987339,5.189162296,KRT18P15
ENSG00000153551,9.204865513,9.736472131,9.185144786,9.430336314,9.95829602,9.817209294,CMTM7
ENSG00000091317,10.80014515,10.86301408,10.92796824,10.98392348,11.1317054,11.14084567,CMTM6
ENSG00000144635,11.04786741,10.62976285,10.52344239,10.39201189,10.45732089,10.5782296,DYNC1LI1
ENSG00000237676,5.626144188,5.863047618,5.688194314,5.697936966,5.753413462,5.532547962,NA
ENSG00000182973,10.34482982,10.0155803,9.957368293,9.975678834,9.906768905,10.23565506,CNOT10
ENSG00000227337,5.189162296,5.76015704,5.439609499,5.697936966,5.420739173,5.189162296,RPL23AP43
ENSG00000206557,13.20171832,13.15885908,13.01482394,13.16664231,13.19423288,13.17093155,TRIM71
ENSG00000183813,5.498743378,5.445850141,5.746412163,5.584068768,5.650840947,5.432258496,CCR4
ENSG00000170266,10.54141699,10.59019172,10.2904547,10.47991028,10.42800526,10.23938087,GLB1
ENSG00000188167,6.558573183,6.435203297,6.49456575,6.514351531,6.59862961,6.593376225,TMPPE
ENSG00000170275,12.03127525,12.20127513,12.02072255,12.07825797,12.27419812,11.97643711,CRTAP
ENSG00000173705,7.806422211,7.512814472,7.446722951,7.842079492,7.771778074,7.427793461,SUSD5
ENSG00000153558,6.543284357,7.202663354,7.251820471,7.406393567,6.98303003,6.934349541,FBXL2
ENSG00000153560,11.48949214,11.03055978,10.99263142,11.23512137,10.83843118,11.03413949,UBP1
ENSG00000163539,10.61621485,9.816601138,10.43884891,10.26543448,10.06504346,10.37313096,CLASP2
ENSG00000271643,5.765605161,5.951347169,6.079118922,5.830756807,5.797987339,6.115774726,PDCD6IP-DT
ENSG00000271020,5.723345127,5.863047618,5.746412163,5.939237045,5.982207197,5.532547962,NA
ENSG00000170248,11.23870546,10.8665989,11.11744239,10.96485069,11.01041726,11.28351613,PDCD6IP
ENSG00000144681,7.795211411,7.955646749,8.196136795,8.881869371,9.180689608,9.347266295,STAC
ENSG00000163673,7.12204169,6.96387906,6.953642969,7.631449144,7.310954173,7.566068237,DCLK3
ENSG00000230067,5.498743378,5.189162296,5.542906217,5.417635302,5.189162296,5.532547962,NA
ENSG00000281100,5.677261421,5.76015704,5.746412163,5.868990502,5.420739173,5.67365026,NA
ENSG00000168016,8.629072185,8.080527809,8.591908479,8.355208001,7.67227179,7.661133369,TRANK1
ENSG00000178567,8.214276405,8.183486236,9.163034876,8.598787352,8.059323064,8.10195528,EPM2AIP1
ENSG00000076242,10.59591147,10.07880838,10.22280937,10.20390155,10.25959471,10.4231187,MLH1
ENSG00000224858,5.804830675,6.029684969,5.746412163,6.142087005,6.044013369,5.911737781,NA
